GC1H24F,2015-09-14T08:37Z,Found it,
GC4MW1W,2015-09-14T11:57Z,Found it,
GC3R27H,2015-09-14T12:24Z,Found it,
GC1ARCN,2015-09-14T13:50Z,Found it,Nevada 1st
GC4P7GX,2015-09-14T16:17Z,Found it,ET 2200 
GC4P7GV,2015-09-14T16:19Z,Found it,
GC4P7GR,2015-09-14T16:19Z,Found it,
GC4P7GQ,2015-09-14T16:20Z,Found it,
GC4P7GP,2015-09-14T16:21Z,Found it,
GC4P7GN,2015-09-14T16:21Z,Found it,
GC4P7GM,2015-09-14T16:22Z,Found it,
GC4P7GK,2015-09-14T16:22Z,Found it,
GC4P7GJ,2015-09-14T16:23Z,Found it,
GC4P7A4,2015-09-14T16:27Z,Found it,
GC4P7GY,2015-09-14T16:28Z,Found it,
GC4P7H7,2015-09-14T16:29Z,Found it,
GC4P7H6,2015-09-14T16:30Z,Found it,
GC4P7H5,2015-09-14T16:31Z,Found it,
GC4P7H4,2015-09-14T16:32Z,Found it,
GC4P7H3,2015-09-14T16:32Z,Found it,
GC4P7H2,2015-09-14T16:33Z,Found it,
GC4P7H1,2015-09-14T16:34Z,Found it,
GC4P7H0,2015-09-14T16:35Z,Found it,
GC4P7GZ,2015-09-14T16:36Z,Found it,
GC4P7H8,2015-09-14T16:37Z,Found it,
GC5R9BB,2015-09-14T16:37Z,Found it,
GC4P7K3,2015-09-14T16:38Z,Found it,
GC4P7HK,2015-09-14T16:39Z,Found it,
GC4P7HJ,2015-09-14T16:40Z,Found it,
GC4P7HH,2015-09-14T16:40Z,Found it,
GC4P7HG,2015-09-14T16:41Z,Found it,
GC4P7HF,2015-09-14T16:42Z,Found it,
GC4P7HE,2015-09-14T16:43Z,Found it,
GC4P7HB,2015-09-14T16:43Z,Found it,
GC4P7HA,2015-09-14T16:44Z,Found it,
GC4P7H9,2015-09-14T16:45Z,Found it,
GC4P7HP,2015-09-14T16:46Z,Found it,
GC4P7J2,2015-09-14T16:47Z,Found it,
GC4P7J1,2015-09-14T16:48Z,Found it,
GC1YFCV,2015-09-14T16:49Z,Found it,
GC4P7J0,2015-09-14T16:50Z,Found it,
GC4P7HZ,2015-09-14T16:51Z,Found it,
GC4P7HY,2015-09-14T16:52Z,Found it,
GC4P7HX,2015-09-14T16:52Z,Found it,
GC4P7HW,2015-09-14T16:53Z,Found it,
GC4P7HR,2015-09-14T16:54Z,Found it,
GC4P7HQ,2015-09-14T16:55Z,Found it,
GC4P7J4,2015-09-14T16:55Z,Found it,
GC4P7JF,2015-09-14T16:56Z,Found it,
GC4P7JC,2015-09-14T16:57Z,Found it,
GC4P7JB,2015-09-14T16:58Z,Found it,
GC4P7JA,2015-09-14T16:59Z,Found it,
GC4P7J9,2015-09-14T17:00Z,Found it,
GC4P7J8,2015-09-14T17:01Z,Found it,
GC4P7J7,2015-09-14T17:02Z,Found it,
GC4P7J6,2015-09-14T17:02Z,Found it,
GC4P7J5,2015-09-14T17:03Z,Found it,
GC4P7JG,2015-09-14T17:04Z,Found it,
GC4P7JW,2015-09-14T17:05Z,Found it,
GC4P7JV,2015-09-14T17:06Z,Found it,
GC4P7JT,2015-09-14T17:07Z,Found it,
GC4P7JR,2015-09-14T17:07Z,Found it,
GC4P7JQ,2015-09-14T17:08Z,Found it,
GC4P7JP,2015-09-14T17:09Z,Found it,
GC4P7JM,2015-09-14T17:10Z,Found it,
GC4P7JJ,2015-09-14T17:10Z,Found it,
GC4P7JH,2015-09-14T17:11Z,Found it,
GC4P7JZ,2015-09-14T17:12Z,Found it,
GC4P7JY,2015-09-14T17:13Z,Found it,
GC4P7JX,2015-09-14T17:14Z,Found it,
GC4P7AB,2015-09-14T17:14Z,Found it,
GC4P7A5,2015-09-14T17:16Z,Found it,
GC4P7A6,2015-09-14T17:16Z,Found it,
GC4P7A7,2015-09-14T17:17Z,Found it,
GC4P7A8,2015-09-14T17:18Z,Found it,
GC4P7A9,2015-09-14T17:19Z,Found it,
GC4P7AA,2015-09-14T17:20Z,Found it,
GC4P7AQ,2015-09-14T17:21Z,Found it,
GC4P7AC,2015-09-14T17:21Z,Found it,
GC4P7AE,2015-09-14T17:22Z,Found it,
GC4P7AF,2015-09-14T17:23Z,Found it,
GC5VMZW,2015-09-14T17:24Z,Found it,
GC4P7AH,2015-09-14T17:26Z,Found it,
GC4P7AJ,2015-09-14T17:27Z,Found it,
GC4P7AK,2015-09-14T17:27Z,Found it,
GC4P7AM,2015-09-14T17:28Z,Found it,
GC4P7AN,2015-09-14T17:29Z,Found it,
GC1YFCX,2015-09-14T17:31Z,Found it,
GC4P7AP,2015-09-14T17:32Z,Found it,
GC4P7B6,2015-09-14T17:33Z,Found it,
GC4P7AR,2015-09-14T17:34Z,Found it,
GC4P7AT,2015-09-14T17:34Z,Found it,
GC4P7AV,2015-09-14T17:35Z,Found it,
GC4P7AX,2015-09-14T17:36Z,Found it,
GC4P7B0,2015-09-14T17:36Z,Found it,
GC4P7B1,2015-09-14T17:37Z,Found it,
GC4P7B2,2015-09-14T17:38Z,Found it,
GC4P7B4,2015-09-14T17:38Z,Found it,
GC4P7B5,2015-09-14T17:39Z,Found it,
GC4P7BJ,2015-09-14T17:39Z,Found it,
GC4P7B7,2015-09-14T17:40Z,Found it,
GC4P7B8,2015-09-14T17:41Z,Found it,
GC4P7B9,2015-09-14T17:41Z,Found it,
GC4P7BA,2015-09-14T17:42Z,Found it,
GC4P7BB,2015-09-14T17:42Z,Found it,
GC4P7BC,2015-09-14T17:43Z,Found it,
GC4P7BD,2015-09-14T17:44Z,Found it,
GC4P7BF,2015-09-14T17:44Z,Found it,
GC4P7BG,2015-09-14T17:47Z,Found it,
GC4P7BX,2015-09-14T17:48Z,Found it,
GC4P7BK,2015-09-14T17:48Z,Found it,
GC4P7BM,2015-09-14T17:49Z,Found it,
GC4P7BN,2015-09-14T17:49Z,Found it,
GC4P7BP,2015-09-14T17:50Z,Found it,
GC4P7BQ,2015-09-14T17:50Z,Found it,
GC4P7BR,2015-09-14T17:51Z,Found it,
GC4P7BT,2015-09-14T17:51Z,Found it,
GC4P7BV,2015-09-14T17:52Z,Found it,
GC4P7BW,2015-09-14T17:52Z,Found it,
GC4P7C9,2015-09-14T17:53Z,Found it,
GC4P7BY,2015-09-14T17:53Z,Found it,
GC4P7BZ,2015-09-14T17:54Z,Found it,
GC4P7C0,2015-09-14T17:54Z,Found it,
GC4P7C2,2015-09-14T17:55Z,Found it,
GC4P7C4,2015-09-14T17:56Z,Found it,
GC4P7C5,2015-09-14T17:56Z,Found it,
GC4P7C6,2015-09-14T17:57Z,Found it,
GC4P7C7,2015-09-14T17:57Z,Found it,
GC4P7C8,2015-09-14T17:58Z,Found it,
GC4P7CM,2015-09-14T17:58Z,Found it,
GC4P7CB,2015-09-14T17:59Z,Found it,
GC4P7CC,2015-09-14T17:59Z,Found it,
GC4P7CD,2015-09-14T18:00Z,Found it,
GC4P7CE,2015-09-14T18:00Z,Found it,
GC4P7CF,2015-09-14T18:02Z,Found it,
GC4P7CG,2015-09-14T18:02Z,Found it,
GC4P7CH,2015-09-14T18:03Z,Found it,
GC4P7CJ,2015-09-14T18:05Z,Found it,
GC4P7CK,2015-09-14T18:05Z,Found it,
GC4P7D1,2015-09-14T18:06Z,Found it,
GC4P7CN,2015-09-14T18:06Z,Found it,
GC4P7CP,2015-09-14T18:07Z,Found it,
GC4P7CR,2015-09-14T18:08Z,Found it,
GC4P7CV,2015-09-14T18:09Z,Found it,
GC4P7CW,2015-09-14T18:09Z,Found it,
GC4P7CX,2015-09-14T18:10Z,Found it,
GC4P7CY,2015-09-14T18:11Z,Found it,
GC4P7CZ,2015-09-14T18:11Z,Found it,
GC4P7D0,2015-09-14T18:12Z,Found it,
GC4P7DE,2015-09-14T18:13Z,Found it,
GC58C90,2015-09-14T18:15Z,Found it,
GC4P7D3,2015-09-14T18:16Z,Found it,
GC4P7D4,2015-09-14T18:16Z,Found it,
GC4P7D5,2015-09-14T18:17Z,Found it,
GC4P7D6,2015-09-14T18:19Z,Found it,
GC4P7D7,2015-09-14T18:20Z,Found it,
GC4P7D8,2015-09-14T18:21Z,Found it,
GC1YFD4,2015-09-14T18:23Z,Found it,
GC1YFD7,2015-09-14T18:30Z,Found it,
GC4P7D9,2015-09-14T18:35Z,Found it,
GC4P7DA,2015-09-14T18:37Z,Found it,
GC5EYZB,2015-09-14T18:38Z,Found it,
GC4P7DD,2015-09-14T18:40Z,Found it,
GC4P7DF,2015-09-14T18:41Z,Found it,
GC4P7DG,2015-09-14T18:44Z,Found it,
GC4P7DH,2015-09-14T18:46Z,Found it,
GC4P7DJ,2015-09-14T18:49Z,Found it,
GC4P7DK,2015-09-14T18:49Z,Found it,
GC4P7DN,2015-09-14T18:50Z,Found it,
GC4P7DP,2015-09-14T18:51Z,Found it,
